year,month,weekday,weekday_str,tpep_pickup_datetime,tpep_dropoff_datetime,trip_duration_sec,trip_distance,PULocationID,DOLocationID,RatecodeID,payment_type,fare_amount,extra,tolls_amount,fixed_taxes,ttl_am_without_tips
2017,1,6,Sun,2017-01-01 14:32:01,2017-01-01 14:41:23,562.0,1.91,68,230,1,1,9.0,0.0,0.0,0.8,12.25
2017,1,6,Sun,2017-01-01 14:42:10,2017-01-01 14:51:57,587.0,1.9,237,239,1,2,9.0,0.0,0.0,0.8,9.8
2017,1,6,Sun,2017-01-01 15:20:51,2017-01-01 15:27:35,404.0,1.51,137,162,1,1,7.5,0.0,0.0,0.8,10.5
2017,1,6,Sun,2017-01-01 15:37:00,2017-01-01 15:52:04,904.0,1.5,162,48,1,2,10.5,0.0,0.0,0.8,11.3
2017,1,6,Sun,2017-01-01 16:14:02,2017-01-01 16:30:42,1000.0,3.76,263,166,1,1,14.5,0.0,0.0,0.8,18.36
2017,1,6,Sun,2017-01-01 16:20:12,2017-01-01 16:47:09,1617.0,10.2,138,142,1,1,30.5,0.0,5.54,0.8,44.19
2017,1,6,Sun,2017-01-01 16:20:45,2017-01-01 16:25:30,285.0,1.5,162,107,1,1,6.5,0.0,0.0,0.8,8.75
2017,1,6,Sun,2017-01-01 16:24:09,2017-01-01 16:30:34,385.0,1.78,48,237,1,1,7.5,0.0,0.0,0.8,9.96
2017,1,6,Sun,2017-01-01 16:47:25,2017-01-01 17:00:37,792.0,2.56,161,161,1,1,12.0,0.0,0.0,0.8,13.8
2017,1,6,Sun,2017-01-01 17:21:37,2017-01-01 17:36:24,887.0,5.33,238,244,1,1,17.5,0.0,0.0,0.8,18.3
2017,1,6,Sun,2017-01-01 17:25:02,2017-01-01 17:33:34,512.0,2.2,166,239,1,1,9.0,0.0,0.0,0.8,12.25
2017,1,6,Sun,2017-01-01 17:56:55,2017-01-01 18:09:00,725.0,2.74,68,231,1,1,11.0,0.0,0.0,0.8,14.16
2017,1,6,Sun,2017-01-01 17:57:51,2017-01-01 18:34:40,2209.0,7.7,186,188,1,1,30.0,0.0,0.0,0.8,35.8
2017,1,6,Sun,2017-01-01 17:58:34,2017-01-01 18:04:27,353.0,3.6,28,131,1,1,11.5,0.0,0.0,0.8,12.3
2017,1,6,Sun,2017-01-01 18:20:13,2017-01-01 18:25:52,339.0,1.22,141,142,1,2,6.5,0.0,0.0,0.8,7.3
2017,1,6,Sun,2017-01-01 18:53:31,2017-01-01 19:09:57,986.0,1.2,233,161,1,2,11.0,0.0,0.0,0.8,11.8
2017,1,6,Sun,2017-01-01 19:10:19,2017-01-01 20:51:43,6084.0,0.21,132,143,2,1,52.0,0.0,0.0,0.8,63.36
2017,1,6,Sun,2017-01-01 19:12:33,2017-01-01 19:16:56,263.0,0.95,158,90,1,1,5.5,0.0,0.0,0.8,7.56
2017,1,6,Sun,2017-01-01 19:33:02,2017-01-01 19:35:29,147.0,0.56,151,166,1,1,4.0,0.0,0.0,0.8,5.76
2017,1,6,Sun,2017-01-01 19:45:04,2017-01-01 20:09:50,1486.0,4.7,263,114,1,1,19.5,0.0,0.0,0.8,26.35
2017,1,6,Sun,2017-01-01 20:59:23,2017-01-01 21:05:11,348.0,1.4,264,264,1,1,6.5,0.5,0.0,0.8,9.35
2017,1,6,Sun,2017-01-01 21:01:48,2017-01-01 21:06:50,302.0,1.83,170,141,1,1,7.5,0.5,0.0,0.8,10.3
2017,1,6,Sun,2017-01-01 21:03:41,2017-01-01 21:15:37,716.0,2.9,234,13,1,1,11.5,0.5,0.0,0.8,14.3
2017,1,6,Sun,2017-01-01 21:48:47,2017-01-01 21:58:55,608.0,1.33,249,79,1,1,8.5,0.5,0.0,0.8,10.8
2017,1,6,Sun,2017-01-01 22:18:50,2017-01-01 22:48:29,1779.0,17.8,264,264,2,1,52.0,0.0,5.54,0.8,63.34
2017,1,6,Sun,2017-01-01 23:31:20,2017-01-01 23:36:37,317.0,0.73,163,230,1,2,5.5,0.5,0.0,0.8,6.8
2017,1,6,Sun,2017-01-01 23:42:26,2017-01-02 00:04:58,1352.0,9.2,132,177,1,1,28.5,0.5,0.0,0.8,32.8
2017,1,0,Mon,2017-01-02 00:40:00,2017-01-02 00:53:53,833.0,9.22,239,200,1,1,26.5,0.5,0.0,0.8,32.8
2017,1,0,Mon,2017-01-02 01:04:08,2017-01-02 01:25:01,1253.0,9.9,263,25,1,1,29.5,0.5,0.0,0.8,33.02
2017,1,0,Mon,2017-01-02 01:20:45,2017-01-02 01:28:13,448.0,1.84,100,158,1,1,8.0,0.5,0.0,0.8,11.16
2017,1,0,Mon,2017-01-02 06:31:10,2017-01-02 06:46:03,893.0,8.6,262,138,1,1,24.5,0.0,5.54,0.8,35.0
2017,1,0,Mon,2017-01-02 06:40:26,2017-01-02 07:25:21,2695.0,21.3,142,132,2,1,52.0,0.0,5.54,0.8,69.99
2017,1,0,Mon,2017-01-02 06:48:28,2017-01-02 06:54:14,346.0,1.84,151,236,1,2,8.0,0.0,0.0,0.8,8.8
2017,1,0,Mon,2017-01-02 09:06:53,2017-01-02 09:19:20,747.0,5.96,161,12,1,2,18.0,0.0,0.0,0.8,18.8
2017,1,0,Mon,2017-01-02 10:10:26,2017-01-02 10:13:43,197.0,1.0,90,161,1,1,5.0,0.0,0.0,0.8,7.5
2017,1,0,Mon,2017-01-02 10:11:11,2017-01-02 10:15:30,259.0,1.19,236,141,1,1,5.5,0.0,0.0,0.8,7.3
2017,1,0,Mon,2017-01-02 10:22:22,2017-01-02 10:32:17,595.0,2.0,137,100,1,2,9.5,0.0,0.0,0.8,10.3
2017,1,0,Mon,2017-01-02 11:17:02,2017-01-02 11:28:03,661.0,1.14,164,68,1,1,8.5,0.0,0.0,0.8,11.16
2017,1,0,Mon,2017-01-02 11:41:38,2017-01-02 11:46:05,267.0,0.92,161,162,1,2,5.5,0.0,0.0,0.8,6.3
2017,1,0,Mon,2017-01-02 12:14:36,2017-01-02 12:46:53,1937.0,18.0,162,1,3,2,67.5,0.0,13.0,0.8,81.3
2017,1,0,Mon,2017-01-02 12:36:10,2017-01-02 12:46:39,629.0,2.45,249,170,1,1,10.0,0.0,0.0,0.8,12.96
2017,1,0,Mon,2017-01-02 12:40:16,2017-01-02 12:46:46,390.0,1.08,107,113,1,1,6.5,0.0,0.0,0.8,8.3
2017,1,0,Mon,2017-01-02 12:45:20,2017-01-02 12:54:47,567.0,1.57,141,236,1,1,8.0,0.0,0.0,0.8,10.56
2017,1,0,Mon,2017-01-02 12:49:52,2017-01-02 13:14:48,1496.0,5.78,161,116,1,1,21.0,0.0,0.0,0.8,21.8
2017,1,0,Mon,2017-01-02 13:00:12,2017-01-02 13:22:12,1320.0,9.23,138,238,1,1,28.0,0.0,5.54,0.8,41.21
2017,1,0,Mon,2017-01-02 13:11:49,2017-01-02 13:19:06,437.0,1.53,107,68,1,1,7.5,0.0,0.0,0.8,9.3
2017,1,0,Mon,2017-01-02 13:22:02,2017-01-02 13:24:53,171.0,0.41,261,87,1,1,4.0,0.0,0.0,0.8,5.3
2017,1,0,Mon,2017-01-02 13:44:12,2017-01-02 13:49:53,341.0,1.73,48,43,1,1,7.0,0.0,0.0,0.8,9.36
2017,1,0,Mon,2017-01-02 13:44:25,2017-01-02 13:57:17,772.0,2.0,239,48,1,1,10.5,0.0,0.0,0.8,13.55
2017,1,0,Mon,2017-01-02 13:47:25,2017-01-02 13:55:05,460.0,1.19,48,142,1,2,7.0,0.0,0.0,0.8,7.8
2017,1,0,Mon,2017-01-02 14:01:04,2017-01-02 14:17:10,966.0,1.8,236,161,1,1,11.5,0.0,0.0,0.8,15.35
2017,1,0,Mon,2017-01-02 14:09:15,2017-01-02 14:40:16,1861.0,4.0,229,144,1,2,20.5,0.0,0.0,0.8,21.3
2017,1,0,Mon,2017-01-02 14:22:24,2017-01-02 14:26:57,273.0,0.71,234,113,1,2,5.0,0.0,0.0,0.8,5.8
2017,1,0,Mon,2017-01-02 14:39:23,2017-01-02 14:46:11,408.0,1.07,144,231,1,1,6.5,0.0,0.0,0.8,8.76
2017,1,0,Mon,2017-01-02 14:57:50,2017-01-02 15:12:25,875.0,2.33,239,229,1,1,11.5,0.0,0.0,0.8,14.76
2017,1,0,Mon,2017-01-02 14:58:47,2017-01-02 15:09:19,632.0,1.8,125,148,1,1,9.5,0.0,0.0,0.8,12.36
2017,1,0,Mon,2017-01-02 15:07:39,2017-01-02 15:09:04,85.0,0.59,74,75,1,2,3.5,0.0,0.0,0.8,4.3
2017,1,0,Mon,2017-01-02 15:08:21,2017-01-02 15:11:51,210.0,0.64,229,141,1,1,4.5,0.0,0.0,0.8,6.36
2017,1,0,Mon,2017-01-02 15:15:28,2017-01-02 15:25:24,596.0,2.1,113,13,1,1,9.5,0.0,0.0,0.8,11.85
2017,1,0,Mon,2017-01-02 15:43:50,2017-01-02 15:47:08,198.0,0.53,236,237,1,2,4.5,0.0,0.0,0.8,5.3
2017,1,0,Mon,2017-01-02 15:48:54,2017-01-02 16:12:03,1389.0,5.08,13,161,1,2,20.5,0.0,0.0,0.8,21.3
2017,1,0,Mon,2017-01-02 15:59:00,2017-01-02 16:27:35,1715.0,5.84,43,158,1,2,23.0,0.0,0.0,0.8,23.8
2017,1,0,Mon,2017-01-02 16:01:53,2017-01-02 16:14:31,758.0,2.0,231,79,1,1,10.5,1.0,0.0,0.8,14.3
2017,1,0,Mon,2017-01-02 16:06:29,2017-01-02 16:13:01,392.0,0.9,113,231,1,1,6.0,1.0,0.0,0.8,9.35
2017,1,0,Mon,2017-01-02 16:22:00,2017-01-02 16:30:09,489.0,1.35,236,161,1,1,7.5,0.0,0.0,0.8,9.96
2017,1,0,Mon,2017-01-02 16:57:18,2017-01-02 17:03:25,367.0,1.6,141,233,1,2,7.5,0.0,0.0,0.8,8.3
2017,1,0,Mon,2017-01-02 17:03:18,2017-01-02 17:06:23,185.0,0.9,237,236,1,1,5.0,0.0,0.0,0.8,6.95
2017,1,0,Mon,2017-01-02 17:12:08,2017-01-02 17:22:18,610.0,1.8,236,229,1,1,9.0,1.0,0.0,0.8,12.95
2017,1,0,Mon,2017-01-02 17:24:32,2017-01-02 17:50:11,1539.0,4.91,162,112,1,1,20.0,0.0,5.54,0.8,32.92
2017,1,0,Mon,2017-01-02 17:34:31,2017-01-02 17:47:14,763.0,2.1,264,264,1,1,10.5,1.0,0.0,0.8,14.3
2017,1,0,Mon,2017-01-02 17:53:08,2017-01-02 17:57:05,237.0,0.8,141,229,1,2,5.0,0.0,0.0,0.8,5.8
2017,1,0,Mon,2017-01-02 18:16:40,2017-01-02 18:19:21,161.0,0.4,170,164,1,1,4.0,1.0,0.0,0.8,6.8
2017,1,0,Mon,2017-01-02 18:25:39,2017-01-02 18:44:13,1114.0,3.17,79,13,1,1,14.5,0.0,0.0,0.8,17.3
2017,1,0,Mon,2017-01-02 18:38:15,2017-01-02 18:42:58,283.0,0.8,68,90,1,1,5.0,0.0,0.0,0.8,6.95
2017,1,0,Mon,2017-01-02 18:41:20,2017-01-02 18:56:05,885.0,6.5,87,141,1,1,19.5,1.0,0.0,0.8,25.55
2017,1,0,Mon,2017-01-02 19:14:05,2017-01-02 19:32:51,1126.0,4.06,186,262,1,2,16.0,0.0,0.0,0.8,16.8
2017,1,0,Mon,2017-01-02 19:18:44,2017-01-02 19:26:21,457.0,1.28,68,68,1,2,7.5,1.0,0.0,0.8,9.3
2017,1,0,Mon,2017-01-02 19:24:27,2017-01-02 19:38:11,824.0,2.4,186,79,1,1,10.5,0.0,0.0,0.8,13.56
2017,1,0,Mon,2017-01-02 19:48:56,2017-01-02 19:58:36,580.0,2.1,234,229,1,1,9.0,1.0,0.0,0.8,12.95
2017,1,0,Mon,2017-01-02 20:22:00,2017-01-02 20:25:19,199.0,0.9,141,233,1,2,5.0,0.5,0.0,0.8,6.3
2017,1,0,Mon,2017-01-02 20:23:07,2017-01-02 20:28:42,335.0,1.3,50,163,1,1,6.5,0.5,0.0,0.8,9.35
2017,1,0,Mon,2017-01-02 20:54:50,2017-01-02 21:03:30,520.0,1.8,142,141,1,1,8.5,0.5,0.0,0.8,12.7
2017,1,0,Mon,2017-01-02 21:07:09,2017-01-02 21:10:15,186.0,0.64,234,186,1,2,4.5,0.5,0.0,0.8,5.8
2017,1,0,Mon,2017-01-02 21:50:28,2017-01-02 21:59:17,529.0,1.67,236,151,1,1,8.5,0.5,0.0,0.8,12.74
2017,1,0,Mon,2017-01-02 22:20:49,2017-01-02 22:30:22,573.0,2.05,239,229,1,2,9.5,0.5,0.0,0.8,10.8
2017,1,0,Mon,2017-01-02 23:08:08,2017-01-02 23:13:15,307.0,1.1,163,230,1,2,6.0,0.5,0.0,0.8,7.3
2017,1,0,Mon,2017-01-02 23:11:04,2017-01-02 23:16:31,327.0,1.0,48,50,1,2,6.0,0.5,0.0,0.8,7.3
2017,1,1,Tue,2017-01-03 00:16:49,2017-01-03 00:33:06,977.0,10.07,138,65,1,1,28.0,0.5,0.0,0.8,31.3
2017,1,1,Tue,2017-01-03 05:48:02,2017-01-03 05:51:47,225.0,0.69,141,236,1,1,5.0,0.5,0.0,0.8,7.3
2017,1,1,Tue,2017-01-03 06:48:25,2017-01-03 06:56:10,465.0,1.0,68,230,1,1,7.0,0.0,0.0,0.8,9.35
2017,1,1,Tue,2017-01-03 06:55:18,2017-01-03 06:57:14,116.0,0.48,229,229,1,1,3.5,0.0,0.0,0.8,5.5
2017,1,1,Tue,2017-01-03 07:15:16,2017-01-03 07:41:52,1596.0,7.29,148,74,1,1,26.0,0.0,0.0,0.8,32.16
2017,1,1,Tue,2017-01-03 07:17:55,2017-01-03 07:24:09,374.0,1.03,68,48,1,1,6.0,0.0,0.0,0.8,8.84
2017,1,1,Tue,2017-01-03 07:25:37,2017-01-03 07:49:43,1446.0,8.44,237,138,1,1,26.5,0.0,5.54,0.8,42.69
2017,1,1,Tue,2017-01-03 07:29:13,2017-01-03 07:36:32,439.0,2.0,107,162,1,1,8.0,0.0,0.0,0.8,10.12
2017,1,1,Tue,2017-01-03 07:39:49,2017-01-03 07:47:19,450.0,1.2,237,236,1,1,7.0,0.0,0.0,0.8,9.36
2017,1,1,Tue,2017-01-03 07:40:36,2017-01-03 08:01:49,1273.0,3.4,13,234,1,1,16.0,0.0,0.0,0.8,20.15
2017,1,1,Tue,2017-01-03 07:51:59,2017-01-03 08:00:59,540.0,1.3,50,161,1,1,7.5,0.0,0.0,0.8,10.75
2017,1,1,Tue,2017-01-03 07:52:49,2017-01-03 08:08:29,940.0,3.0,151,230,1,1,13.0,0.0,0.0,0.8,17.25
2017,1,1,Tue,2017-01-03 07:55:10,2017-01-03 08:07:04,714.0,1.31,262,140,1,1,9.0,0.0,0.0,0.8,11.0
2017,1,1,Tue,2017-01-03 08:07:25,2017-01-03 08:30:29,1384.0,3.26,68,229,1,2,16.0,0.0,0.0,0.8,16.8
2017,1,1,Tue,2017-01-03 08:48:31,2017-01-03 08:53:17,286.0,1.21,161,234,1,1,6.0,0.0,0.0,0.8,6.8
2017,1,1,Tue,2017-01-03 08:52:55,2017-01-03 09:14:51,1316.0,2.7,43,140,1,1,15.5,0.0,0.0,0.8,19.55
2017,1,1,Tue,2017-01-03 09:09:58,2017-01-03 09:14:17,259.0,0.6,264,90,1,1,5.0,0.0,0.0,0.8,6.95
2017,1,1,Tue,2017-01-03 09:22:45,2017-01-03 09:28:57,372.0,1.2,158,234,1,1,6.0,0.0,0.0,0.8,8.15
2017,1,1,Tue,2017-01-03 09:24:51,2017-01-03 09:38:13,802.0,1.77,107,144,1,1,10.0,0.0,0.0,0.8,11.8
2017,1,1,Tue,2017-01-03 09:28:06,2017-01-03 10:06:41,2315.0,9.5,142,138,1,2,35.5,0.0,0.0,0.8,36.3
2017,1,1,Tue,2017-01-03 09:40:13,2017-01-03 10:25:45,2732.0,20.5,132,140,2,1,52.0,0.0,5.54,0.8,69.99
2017,1,1,Tue,2017-01-03 09:42:36,2017-01-03 09:46:55,259.0,0.96,238,239,1,1,5.5,0.0,0.0,0.8,7.56
2017,1,1,Tue,2017-01-03 10:14:09,2017-01-03 10:23:19,550.0,1.94,68,142,1,1,9.0,0.0,0.0,0.8,12.74
2017,1,1,Tue,2017-01-03 10:35:03,2017-01-03 10:38:46,223.0,0.5,246,186,1,2,4.5,0.0,0.0,0.8,5.3
2017,1,1,Tue,2017-01-03 11:22:14,2017-01-03 11:36:39,865.0,0.8,249,234,1,2,10.0,0.0,0.0,0.8,10.8
2017,1,1,Tue,2017-01-03 11:54:47,2017-01-03 12:14:41,1194.0,2.6,75,161,1,1,14.5,0.0,0.0,0.8,18.36
2017,1,1,Tue,2017-01-03 11:58:12,2017-01-03 12:08:05,593.0,1.1,140,162,1,1,8.0,0.0,0.0,0.8,10.3
2017,1,1,Tue,2017-01-03 12:37:27,2017-01-03 12:53:26,959.0,2.03,140,237,1,2,9.0,0.0,0.0,0.8,9.8
2017,1,1,Tue,2017-01-03 12:41:39,2017-01-03 12:49:31,472.0,1.1,107,79,1,1,7.0,0.0,0.0,0.8,8.8
2017,1,1,Tue,2017-01-03 13:09:53,2017-01-03 13:25:54,961.0,4.5,13,100,1,2,16.5,0.0,0.0,0.8,17.3
2017,1,1,Tue,2017-01-03 13:37:57,2017-01-03 14:26:22,2905.0,9.31,138,186,1,1,36.0,0.0,0.0,0.8,44.16
2017,1,1,Tue,2017-01-03 13:51:09,2017-01-03 14:00:13,544.0,1.09,161,186,1,1,7.0,0.0,0.0,0.8,9.8
2017,1,1,Tue,2017-01-03 14:21:27,2017-01-03 14:31:25,598.0,1.75,236,74,1,1,8.5,0.0,0.0,0.8,11.16
2017,1,1,Tue,2017-01-03 14:27:08,2017-01-03 14:59:56,1968.0,11.77,138,230,1,1,36.5,0.0,5.54,0.8,51.41
2017,1,1,Tue,2017-01-03 14:38:51,2017-01-03 14:50:26,695.0,0.9,239,239,1,1,8.5,0.0,0.0,0.8,11.15
2017,1,1,Tue,2017-01-03 14:43:25,2017-01-03 15:02:39,1154.0,1.42,236,238,1,1,13.0,0.0,0.0,0.8,15.05
2017,1,1,Tue,2017-01-03 14:51:05,2017-01-03 14:54:06,181.0,0.5,239,239,1,1,4.0,0.0,0.0,0.8,5.76
2017,1,1,Tue,2017-01-03 15:03:04,2017-01-03 15:25:12,1328.0,3.5,230,148,1,2,16.0,0.0,0.0,0.8,16.8
2017,1,1,Tue,2017-01-03 15:24:47,2017-01-03 15:35:04,617.0,0.75,237,140,1,2,7.5,0.0,0.0,0.8,8.3
2017,1,1,Tue,2017-01-03 15:26:44,2017-01-03 15:30:37,233.0,0.67,237,237,1,1,4.5,0.0,0.0,0.8,6.36
2017,1,1,Tue,2017-01-03 15:29:47,2017-01-03 15:37:44,477.0,1.2,238,43,1,1,7.5,0.0,0.0,0.8,9.35
2017,1,1,Tue,2017-01-03 16:09:20,2017-01-03 16:23:20,840.0,2.89,238,152,1,1,12.0,1.0,0.0,0.8,16.56
2017,1,1,Tue,2017-01-03 17:06:47,2017-01-03 18:11:46,3899.0,21.6,132,143,2,1,52.0,4.5,5.54,0.8,67.84
2017,1,1,Tue,2017-01-03 17:21:57,2017-01-03 18:25:04,3787.0,25.8,132,265,4,1,85.5,1.0,5.54,0.8,92.84
2017,1,1,Tue,2017-01-03 18:01:29,2017-01-03 18:10:59,570.0,1.83,249,231,1,1,8.5,1.0,0.0,0.8,11.8
2017,1,1,Tue,2017-01-03 18:02:38,2017-01-03 18:12:54,616.0,1.1,229,162,1,1,8.0,1.0,0.0,0.8,11.75
2017,1,1,Tue,2017-01-03 18:04:42,2017-01-03 18:58:57,3255.0,18.75,132,48,2,2,52.0,4.5,5.54,0.8,62.84
2017,1,1,Tue,2017-01-03 18:07:55,2017-01-03 18:22:19,864.0,2.83,163,68,1,1,12.0,1.0,0.0,0.8,16.56
2017,1,1,Tue,2017-01-03 18:16:22,2017-01-03 18:34:35,1093.0,2.0,113,170,1,1,12.5,1.0,0.0,0.8,15.3
2017,1,1,Tue,2017-01-03 20:20:55,2017-01-03 20:27:22,387.0,1.49,48,68,1,1,7.0,0.5,0.0,0.8,9.96
2017,1,1,Tue,2017-01-03 20:29:28,2017-01-03 20:37:41,493.0,2.0,161,236,1,1,8.5,0.5,0.0,0.8,11.3
2017,1,1,Tue,2017-01-03 20:41:29,2017-01-03 20:54:29,780.0,3.84,236,68,1,2,13.5,0.5,0.0,0.8,14.8
2017,1,1,Tue,2017-01-03 21:03:00,2017-01-03 21:12:38,578.0,1.58,230,233,1,1,8.5,0.5,0.0,0.8,11.27
2017,1,1,Tue,2017-01-03 21:04:16,2017-01-03 21:18:50,874.0,2.53,264,264,1,1,12.0,0.5,0.0,0.8,15.96
2017,1,1,Tue,2017-01-03 21:07:47,2017-01-03 21:15:52,485.0,1.01,144,4,1,1,7.0,0.5,0.0,0.8,9.96
2017,1,1,Tue,2017-01-03 21:15:33,2017-01-03 21:30:55,922.0,3.2,249,141,1,1,13.5,0.5,0.0,0.8,18.5
2017,1,1,Tue,2017-01-03 21:21:53,2017-01-03 21:33:52,719.0,1.93,90,4,1,1,10.0,0.5,0.0,0.8,13.56
2017,1,1,Tue,2017-01-03 21:27:35,2017-01-03 21:53:52,1577.0,3.5,231,161,1,2,18.5,0.5,0.0,0.8,19.8
2017,1,1,Tue,2017-01-03 21:59:15,2017-01-03 22:13:10,835.0,5.42,162,42,1,1,17.5,0.5,0.0,0.8,20.8
2017,1,1,Tue,2017-01-03 21:59:45,2017-01-03 22:11:50,725.0,2.6,79,186,1,1,11.0,0.5,0.0,0.8,14.3
2017,1,1,Tue,2017-01-03 22:31:29,2017-01-03 22:46:43,914.0,3.56,87,224,1,1,13.5,0.5,0.0,0.8,16.8
2017,1,1,Tue,2017-01-03 23:29:22,2017-01-03 23:36:56,454.0,1.1,161,170,1,1,7.0,0.5,0.0,0.8,9.3
2017,1,1,Tue,2017-01-03 23:58:48,2017-01-04 00:09:26,638.0,2.1,79,186,1,2,9.5,0.5,0.0,0.8,10.8
2017,1,2,Wed,2017-01-04 00:42:59,2017-01-04 00:46:53,234.0,0.7,181,189,1,1,5.0,0.5,0.0,0.8,7.85
2017,1,2,Wed,2017-01-04 02:45:14,2017-01-04 02:58:37,803.0,4.05,112,223,1,2,14.0,0.5,0.0,0.8,15.3
2017,1,2,Wed,2017-01-04 06:06:08,2017-01-04 06:11:59,351.0,1.8,234,211,1,2,7.5,0.0,0.0,0.8,8.3
2017,1,2,Wed,2017-01-04 07:13:17,2017-01-04 07:19:54,397.0,1.4,224,113,1,1,7.0,0.0,0.0,0.8,9.35
2017,1,2,Wed,2017-01-04 07:15:30,2017-01-04 07:37:45,1335.0,6.22,239,261,1,1,21.0,0.0,0.0,0.8,26.16
2017,1,2,Wed,2017-01-04 07:34:54,2017-01-04 07:45:13,619.0,1.2,162,141,1,2,8.0,0.0,0.0,0.8,8.8
2017,1,2,Wed,2017-01-04 08:07:34,2017-01-04 08:13:49,375.0,0.88,186,230,1,1,6.0,0.0,0.0,0.8,8.16
